ImageID,Source,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside,XClick1X,XClick2X,XClick3X,XClick4X,XClick1Y,XClick2Y,XClick3Y,XClick4Y,ClassName
1025a2e69a9557de,xclick,/m/01j51,1,0.6925,0.7175,0.576563,0.621094,1,0,0,0,0,0.6925,0.701875,0.7175,0.70625,0.602344,0.576563,0.614062,0.621094,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.695,0.72,0.546094,0.574219,1,0,0,0,0,0.699375,0.695,0.72,0.715625,0.546094,0.56875,0.558594,0.574219,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.698125,0.728125,0.482812,0.524219,1,0,0,0,0,0.72,0.698125,0.70375,0.728125,0.482812,0.508594,0.524219,0.494531,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.700625,0.725625,0.522656,0.558594,1,0,0,0,0,0.7225,0.700625,0.714375,0.725625,0.522656,0.539844,0.558594,0.539844,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.701875,0.729375,0.573438,0.609375,1,0,0,0,0,0.7225,0.701875,0.70625,0.729375,0.573438,0.592187,0.609375,0.592187,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.70375,0.73125,0.665625,0.708594,1,0,0,0,0,0.72,0.70375,0.714375,0.73125,0.665625,0.686719,0.708594,0.678125,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.70875,0.728125,0.707812,0.74375,1,0,0,0,0,0.7225,0.70875,0.72125,0.728125,0.707812,0.721875,0.740625,0.74375,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.71875,0.739375,0.625,0.669531,1,0,0,0,0,0.726875,0.71875,0.729375,0.739375,0.625,0.650781,0.669531,0.659375,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.725625,0.751875,0.709375,0.757812,1,0,0,0,0,0.743125,0.725625,0.73625,0.751875,0.709375,0.732031,0.757812,0.74375,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.726875,0.751875,0.522656,0.578906,1,0,0,0,0,0.743125,0.726875,0.740625,0.751875,0.522656,0.558594,0.578906,0.558594,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.728125,0.754375,0.578125,0.622656,1,0,0,0,0,0.73625,0.728125,0.739375,0.754375,0.578125,0.602344,0.622656,0.609375,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.7325,0.756875,0.6625,0.705469,1,0,0,0,0,0.7475,0.7325,0.741875,0.756875,0.6625,0.688281,0.705469,0.691406,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.73625,0.765625,0.475781,0.528906,1,0,0,0,0,0.76375,0.73625,0.74625,0.765625,0.475781,0.507031,0.528906,0.515625,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.741875,0.766875,0.5625,0.602344,1,0,0,0,0,0.75875,0.741875,0.753125,0.766875,0.5625,0.586719,0.602344,0.595313,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.745,0.77625,0.616406,0.6625,0,0,0,0,0,0.769375,0.745,0.7625,0.77625,0.616406,0.646875,0.6625,0.642188,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.75,0.779375,0.704687,0.754687,1,0,0,0,0,0.766875,0.75,0.7625,0.779375,0.704687,0.732031,0.754687,0.74375,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.753125,0.770625,0.522656,0.565625,1,0,0,0,0,0.7625,0.753125,0.76,0.770625,0.522656,0.548438,0.565625,0.557031,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.7625,0.79125,0.472656,0.508594,1,0,0,0,0,0.7625,0.781875,0.79125,0.775,0.494531,0.472656,0.479687,0.508594,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.76375,0.79,0.557813,0.59375,1,0,0,0,0,0.781875,0.76375,0.77625,0.79,0.557813,0.575,0.59375,0.586719,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.766875,0.78875,0.435937,0.473437,1,0,0,0,0,0.78625,0.766875,0.7775,0.78875,0.435937,0.461719,0.473437,0.463281,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.768125,0.796875,0.700781,0.733594,1,0,0,0,0,0.783125,0.768125,0.784375,0.796875,0.700781,0.707812,0.733594,0.717969,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.770625,0.793125,0.514063,0.563281,1,0,0,0,0,0.78625,0.770625,0.77625,0.793125,0.514063,0.5375,0.563281,0.55,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.79,0.810625,0.477344,0.517187,1,0,0,0,0,0.79,0.8,0.796875,0.810625,0.498437,0.477344,0.517187,0.5,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.79,0.815,0.423438,0.464844,1,0,0,0,0,0.79,0.805,0.815,0.806875,0.444531,0.423438,0.453125,0.464844,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.79125,0.811875,0.607813,0.646875,1,0,0,0,0,0.808125,0.79125,0.8025,0.811875,0.607813,0.629687,0.646875,0.64375,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.79125,0.815,0.5625,0.605469,1,0,0,0,0,0.809375,0.79125,0.8025,0.815,0.5625,0.592187,0.605469,0.600781,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.794375,0.81625,0.51875,0.548437,1,0,0,0,0,0.808125,0.794375,0.806875,0.81625,0.51875,0.535937,0.548437,0.534375,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.796875,0.820625,0.707812,0.750781,1,0,0,0,0,0.806875,0.796875,0.805,0.820625,0.707812,0.726562,0.750781,0.740625,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.796875,0.823125,0.663281,0.711719,1,0,0,0,0,0.796875,0.809375,0.823125,0.81625,0.692187,0.663281,0.694531,0.711719,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.80125,0.8325,0.460156,0.494531,1,0,0,0,0,0.80125,0.821875,0.8325,0.8175,0.475781,0.460156,0.477344,0.494531,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.811875,0.838125,0.420312,0.457812,1,0,0,0,0,0.82875,0.811875,0.823125,0.838125,0.420312,0.442188,0.457812,0.447656,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.815,0.84125,0.610937,0.650781,1,0,0,0,0,0.83125,0.815,0.821875,0.84125,0.610937,0.633594,0.650781,0.642188,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.815,0.845,0.510938,0.561719,1,0,0,0,0,0.83,0.815,0.83,0.845,0.510938,0.539844,0.561719,0.544531,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.81625,0.845,0.5625,0.614062,1,0,0,0,0,0.81625,0.834375,0.845,0.835625,0.586719,0.5625,0.602344,0.614062,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.820625,0.849375,0.651563,0.704687,1,0,0,0,0,0.835625,0.820625,0.836875,0.849375,0.651563,0.683594,0.704687,0.694531,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.824375,0.8425,0.709375,0.747656,1,0,0,0,0,0.82875,0.824375,0.8425,0.836875,0.709375,0.733594,0.742188,0.747656,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.83125,0.85625,0.458594,0.5,1,0,0,0,0,0.83125,0.849375,0.85625,0.845,0.475781,0.458594,0.475781,0.5,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.835625,0.863125,0.416406,0.453125,1,0,0,0,0,0.835625,0.853125,0.863125,0.849375,0.4375,0.416406,0.433594,0.453125,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.839375,0.866875,0.703125,0.747656,1,0,0,0,0,0.855,0.839375,0.850625,0.866875,0.703125,0.733594,0.747656,0.74375,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.84125,0.861875,0.504687,0.535156,1,0,0,0,0,0.849375,0.84125,0.848125,0.861875,0.504687,0.523438,0.535156,0.525,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.84125,0.865625,0.607813,0.659375,1,0,0,0,0,0.85625,0.84125,0.850625,0.865625,0.607813,0.635156,0.659375,0.646875,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.8425,0.87125,0.55625,0.600781,1,0,0,0,0,0.8575,0.8425,0.855,0.87125,0.55625,0.582031,0.600781,0.59375,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.849375,0.878125,0.663281,0.704687,1,0,0,0,0,0.863125,0.849375,0.864375,0.878125,0.663281,0.682031,0.704687,0.694531,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.8575,0.885,0.457031,0.501562,1,0,0,0,0,0.8575,0.8725,0.885,0.865625,0.474219,0.457031,0.488281,0.501562,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.8575,0.88625,0.50625,0.566406,1,0,0,0,0,0.878125,0.8575,0.864375,0.88625,0.50625,0.545312,0.566406,0.553906,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.865625,0.885,0.410156,0.444531,1,0,0,0,0,0.875625,0.865625,0.87375,0.885,0.410156,0.428906,0.444531,0.435937,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.865625,0.8975,0.707812,0.767969,1,0,0,0,0,0.889375,0.865625,0.88625,0.8975,0.707812,0.733594,0.767969,0.74375,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.8725,0.8975,0.559375,0.605469,1,0,0,0,0,0.8825,0.8725,0.885,0.8975,0.559375,0.592187,0.605469,0.595313,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.87375,0.904375,0.605469,0.6625,0,0,0,0,0,0.891875,0.87375,0.893125,0.904375,0.605469,0.638281,0.6625,0.64375,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.880625,0.916875,0.497656,0.55625,1,0,0,0,0,0.904375,0.880625,0.894375,0.916875,0.497656,0.533594,0.55625,0.526563,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.88375,0.915,0.451562,0.505469,1,0,0,0,0,0.88375,0.9,0.915,0.903125,0.479687,0.451562,0.494531,0.505469,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.88625,0.91125,0.399219,0.4375,1,0,0,0,0,0.88625,0.9,0.91125,0.90125,0.420312,0.399219,0.411719,0.4375,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.891875,0.920625,0.651563,0.694531,1,0,0,0,0,0.91125,0.891875,0.904375,0.920625,0.651563,0.682031,0.694531,0.689063,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.9,0.9275,0.70625,0.749219,1,0,0,0,0,0.91375,0.9,0.9125,0.9275,0.70625,0.749219,0.746094,0.739062,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.9,0.930625,0.602344,0.639844,1,0,0,0,0,0.9,0.9125,0.930625,0.919375,0.628125,0.602344,0.622656,0.639844,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.91,0.934375,0.54375,0.600781,1,0,0,0,0,0.91375,0.91,0.925,0.934375,0.54375,0.579688,0.600781,0.588281,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.9125,0.9375,0.401563,0.435937,1,0,0,0,0,0.92625,0.9125,0.921875,0.9375,0.401563,0.416406,0.435937,0.427344,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.916875,0.9425,0.442969,0.501562,1,0,0,0,0,0.92875,0.916875,0.92875,0.9425,0.442969,0.472656,0.501562,0.489844,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.919375,0.946875,0.500781,0.536719,1,0,0,0,0,0.931875,0.919375,0.934375,0.946875,0.500781,0.517969,0.536719,0.516406,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.92375,0.95375,0.646094,0.694531,1,0,0,0,0,0.934375,0.92375,0.935625,0.95375,0.646094,0.670312,0.694531,0.678906,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.92625,0.9525,0.533594,0.575,1,0,0,0,0,0.94125,0.92625,0.94,0.9525,0.533594,0.5625,0.575,0.5625,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.92625,0.955,0.599219,0.636719,1,0,0,0,0,0.92625,0.94,0.955,0.944375,0.621094,0.599219,0.617969,0.636719,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.9275,0.9525,0.703125,0.746094,1,0,0,0,0,0.944375,0.9275,0.931875,0.9525,0.703125,0.728906,0.746094,0.742188,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.933125,0.963125,0.390625,0.427344,1,0,0,0,0,0.948125,0.933125,0.949375,0.963125,0.390625,0.407813,0.427344,0.420312,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.94125,0.973125,0.439844,0.492969,1,0,0,0,0,0.94125,0.9525,0.973125,0.963125,0.464062,0.439844,0.471094,0.492969,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.945625,0.975625,0.647656,0.682031,1,0,0,0,0,0.975625,0.945625,0.959375,0.974375,0.647656,0.660156,0.682031,0.675,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.946875,0.973125,0.491406,0.528906,1,0,0,0,0,0.960625,0.946875,0.958125,0.973125,0.491406,0.515625,0.528906,0.511719,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.948125,0.98125,0.596875,0.646875,1,0,0,0,0,0.9675,0.948125,0.961875,0.98125,0.596875,0.63125,0.646875,0.63125,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.95375,0.976875,0.547656,0.579687,1,0,0,0,0,0.961875,0.95375,0.96625,0.976875,0.547656,0.559375,0.579687,0.5625,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.973125,0.986875,0.498437,0.535937,1,0,0,0,0,0.97875,0.973125,0.986875,0.985625,0.498437,0.515625,0.527344,0.535937,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.976875,0.990625,0.549219,0.579687,1,0,0,0,0,0.985625,0.976875,0.985625,0.990625,0.549219,0.567969,0.578125,0.579687,Balloon
1025a2e69a9557de,xclick,/m/01j51,1,0.98125,0.9975,0.595312,0.629687,1,0,0,0,0,0.988125,0.98125,0.98375,0.9975,0.595312,0.617969,0.629687,0.616406,Balloon
102fe6ba9e0e2d0e,xclick,/m/09b5t,1,0.01125,0.59625,0.410882,0.999062,0,1,0,0,0,0.5125,0.59625,0.48125,0.01125,0.410882,0.857411,0.999062,0.878987,Chicken
103e77995db077ca,xclick,/m/09b5t,1,0.0,0.48125,0.361667,0.899167,0,0,0,0,0,0.429375,0.3225,0.0,0.48125,0.390833,0.899167,0.361667,0.5275,Chicken
103e77995db077ca,xclick,/m/09b5t,1,0.52125,0.810625,0.2075,0.698333,0,0,0,0,0,0.605,0.52125,0.6925,0.810625,0.2075,0.51,0.698333,0.3775,Chicken
103e77995db077ca,xclick,/m/09b5t,1,0.7525,0.890625,0.169167,0.51,1,0,0,0,0,0.805,0.7525,0.8,0.890625,0.169167,0.29,0.51,0.4225,Chicken
10422817d7d9b0c1,xclick,/m/09b5t,1,0.0,0.789375,0.163227,0.999062,0,1,0,0,0,0.645,0.789375,0.555,0.0,0.163227,0.461538,0.999062,0.913696,Chicken
10422817d7d9b0c1,xclick,/m/09b5t,1,0.311875,0.625625,0.0,0.463415,1,1,0,0,0,0.373125,0.311875,0.625625,0.361875,0.0,0.300188,0.213884,0.463415,Chicken
10422817d7d9b0c1,xclick,/m/09b5t,1,0.635625,0.999375,0.146341,0.824578,1,1,0,0,0,0.988125,0.733125,0.999375,0.635625,0.146341,0.272983,0.34803,0.824578,Chicken
1047146cfb4c5d0b,xclick,/m/01j51,1,0.085625,0.450625,0.075985,0.409006,1,0,1,0,0,0.15375,0.085625,0.450625,0.279375,0.075985,0.202627,0.106942,0.409006,Balloon
1047fa7380d505e1,activemil,/m/09b5t,1,0.010625,0.23375,0.253283,0.994371,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Chicken
1047fa7380d505e1,xclick,/m/09b5t,1,0.0,0.999375,0.0,0.999062,1,1,1,0,0,0.220625,0.0,0.074375,0.999375,0.0,0.657598,0.999062,0.000938,Chicken
1047fa7380d505e1,xclick,/m/09b5t,1,0.499375,0.874375,0.0,0.339587,0,0,0,0,0,0.64375,0.60875,0.499375,0.874375,0.0,0.339587,0.008443,0.060976,Chicken
104eead2a1e17f94,xclick,/m/01j51,1,0.445833,0.945,0.25875,0.72875,1,0,1,0,0,0.8675,0.945,0.5025,0.445833,0.25875,0.354375,0.72875,0.6675,Balloon
105472cb38b1c69e,xclick,/m/09b5t,1,0.0,0.556875,0.873358,0.999062,1,1,0,0,0,0.16375,0.0,0.556875,0.506875,0.873358,0.969043,0.921201,0.999062,Chicken
105472cb38b1c69e,xclick,/m/09b5t,1,0.0,0.999375,0.439962,0.999062,1,1,1,0,0,0.5275,0.0,0.858125,0.999375,0.439962,0.565666,0.999062,0.688555,Chicken
105472cb38b1c69e,xclick,/m/09b5t,1,0.115,0.501875,0.622889,0.91182,1,0,0,0,0,0.27875,0.115,0.501875,0.47,0.622889,0.776735,0.732645,0.91182,Chicken
105472cb38b1c69e,xclick,/m/09b5t,1,0.449375,0.9,0.432458,0.999062,0,0,0,0,0,0.543125,0.449375,0.579375,0.9,0.432458,0.644465,0.999062,0.988743,Chicken
105ae84f46db6185,xclick,/m/09b5t,1,0.3475,0.929375,0.200939,0.928639,0,0,0,0,0,0.6975,0.670625,0.3475,0.929375,0.200939,0.928639,0.535211,0.483568,Chicken
105cbfda592e6fae,xclick,/m/09b5t,1,0.038125,0.1725,0.773286,0.961336,1,0,0,0,0,0.141875,0.038125,0.1725,0.075,0.773286,0.863796,0.802285,0.961336,Chicken
105cbfda592e6fae,xclick,/m/09b5t,1,0.2125,0.299375,0.719684,0.963093,1,0,0,0,0,0.21875,0.2125,0.299375,0.263125,0.719684,0.862039,0.811951,0.963093,Chicken
105ecaf03dfa5786,xclick,/m/09b5t,1,0.0,0.047037,0.55875,0.583125,0,1,0,0,0,0.023518,0.0,0.023518,0.047037,0.55875,0.570625,0.583125,0.570625,Chicken
105ecaf03dfa5786,xclick,/m/09b5t,1,0.0,0.513641,0.616875,0.845625,1,1,1,0,0,0.0,0.513641,0.356538,0.456256,0.616875,0.738125,0.845625,0.63375,Chicken
105ecaf03dfa5786,xclick,/m/09b5t,1,0.0,0.999059,0.299375,0.668125,1,1,1,0,0,0.031044,0.0,0.861712,0.999059,0.299375,0.523125,0.668125,0.583125,Chicken
105ecaf03dfa5786,xclick,/m/09b5t,1,0.014111,0.065851,0.77125,0.815625,1,0,0,0,0,0.040452,0.014111,0.030103,0.065851,0.77125,0.78125,0.815625,0.791875,Chicken
105ecaf03dfa5786,xclick,/m/09b5t,1,0.014111,0.080903,0.710625,0.755,0,0,0,0,0,0.068674,0.014111,0.0508,0.080903,0.710625,0.7325,0.755,0.734375,Chicken
105ecaf03dfa5786,xclick,/m/09b5t,1,0.045155,0.199436,0.546875,0.630625,1,0,1,0,0,0.109125,0.045155,0.096896,0.199436,0.546875,0.59125,0.630625,0.566875,Chicken
105ecaf03dfa5786,xclick,/m/09b5t,1,0.415804,0.521167,0.83625,0.88375,0,0,0,0,0,0.510818,0.415804,0.456256,0.521167,0.83625,0.865,0.88375,0.87375,Chicken
105ecaf03dfa5786,xclick,/m/09b5t,1,0.442145,0.503293,0.719375,0.775625,0,0,0,0,0,0.480715,0.470367,0.442145,0.503293,0.719375,0.775625,0.75,0.746875,Chicken
105ecaf03dfa5786,xclick,/m/09b5t,1,0.445908,0.548448,0.88375,0.946875,1,0,0,0,0,0.46096,0.445908,0.49953,0.548448,0.88375,0.909375,0.946875,0.924375,Chicken
105ecaf03dfa5786,xclick,/m/09b5t,1,0.466604,0.574788,0.806875,0.865,1,0,0,0,0,0.476952,0.466604,0.541863,0.574788,0.806875,0.81375,0.865,0.84625,Chicken
105ecaf03dfa5786,xclick,/m/09b5t,1,0.559737,0.619003,0.7025,0.774375,1,0,0,0,0,0.60301,0.559737,0.574788,0.619003,0.7025,0.73,0.774375,0.726875,Chicken
105ecaf03dfa5786,xclick,/m/09b5t,1,0.595484,0.672625,0.73875,0.783125,0,0,0,0,0,0.644403,0.595484,0.644403,0.672625,0.73875,0.77125,0.783125,0.760625,Chicken
105ecaf03dfa5786,xclick,/m/09b5t,1,0.608655,0.672625,0.70125,0.750625,1,0,0,0,0,0.644403,0.608655,0.672625,0.669802,0.70125,0.718125,0.750625,0.71625,Chicken
105ecaf03dfa5786,xclick,/m/09b5t,1,0.649106,0.721543,0.830625,0.871875,1,0,0,0,0,0.702728,0.649106,0.659454,0.721543,0.830625,0.853125,0.871875,0.8475,Chicken
105ecaf03dfa5786,xclick,/m/09b5t,1,0.682973,0.788335,0.69625,0.723125,0,0,0,0,0,0.726246,0.682973,0.729069,0.788335,0.69625,0.70125,0.723125,0.708125,Chicken
105fccae5ee7cf1f,xclick,/m/01j51,1,0.0,0.999056,0.0,0.999375,0,1,0,0,0,0.398489,0.0,0.999056,0.873466,0.0,0.266875,0.32875,0.999375,Balloon
10631c85e2e0340e,xclick,/m/09b5t,1,0.333333,0.999167,0.115625,0.903125,0,0,0,0,0,0.5825,0.333333,0.720833,0.999167,0.115625,0.415,0.903125,0.671875,Chicken
1065222a8b02328d,activemil,/m/01j51,1,0.295833,0.503333,0.355,0.548125,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Balloon
1065222a8b02328d,xclick,/m/01j51,1,0.295833,0.980833,0.13625,0.670625,1,1,1,0,0,0.6075,0.295833,0.980833,0.589167,0.13625,0.43125,0.269375,0.670625,Balloon
10658a887c770bc1,activemil,/m/01j51,1,0.617261,0.786742,0.408622,0.731022,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Balloon
10658a887c770bc1,xclick,/m/01j51,1,0.17636,0.347717,0.079663,0.603561,1,0,1,0,0,0.298937,0.283927,0.17636,0.347717,0.079663,0.603561,0.263355,0.131209,Balloon
10658a887c770bc1,xclick,/m/01j51,1,0.477173,0.957473,0.075914,0.999063,1,1,1,0,0,0.577236,0.477173,0.957473,0.677298,0.075914,0.801312,0.898782,0.999063,Balloon
1075ba25147ea4c1,activemil,/m/09b5t,1,0.32125,0.51875,0.316135,0.698874,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Chicken
1081aa274a456d4e,xclick,/m/01j51,1,0.606942,0.999062,0.0,0.999375,1,1,1,0,0,0.924953,0.999062,0.775797,0.606942,0.0,0.65125,0.999375,0.919375,Balloon
10864c07839e61c1,xclick,/m/09b5t,1,0.65125,0.999375,0.381801,0.999062,0,1,0,0,0,0.713125,0.65125,0.7675,0.999375,0.381801,0.613508,0.999062,0.770169,Chicken
10a003be3360409d,xclick,/m/01j51,1,0.088125,0.38125,0.526761,0.82723,1,0,0,0,0,0.184375,0.203125,0.088125,0.38125,0.526761,0.82723,0.659155,0.715493,Balloon
10a003be3360409d,xclick,/m/01j51,1,0.149375,0.33125,0.105164,0.446009,1,0,0,0,0,0.22375,0.253125,0.149375,0.33125,0.105164,0.446009,0.259155,0.240376,Balloon
10a003be3360409d,xclick,/m/01j51,1,0.255625,0.458125,0.264789,0.700469,1,0,0,0,0,0.359375,0.375,0.458125,0.255625,0.264789,0.700469,0.416901,0.471362,Balloon
10ab0f354a33e7ff,xclick,/m/09b5t,1,0.09375,0.87,0.0,0.999167,1,1,0,0,0,0.239375,0.09375,0.463125,0.87,0.0,0.195,0.999167,0.5175,Chicken
10c16191f9248293,activemil,/m/033cnk,1,0.319792,0.747917,0.484778,1.0,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Egg
10c16191f9248293,xclick,/m/033cnk,1,0.0,0.998958,0.0,0.998829,1,1,1,0,0,0.0,0.998958,0.647917,0.5625,0.629977,0.612412,0.0,0.998829,Egg
10ca5399d0c4be1f,xclick,/m/033cnk,1,0.368333,0.755,0.2275,0.435,0,0,1,0,0,0.368333,0.755,0.508333,0.603333,0.28875,0.39375,0.2275,0.435,Egg
10cb42951fffbc41,xclick,/m/01j51,1,0.099812,0.144068,0.164375,0.201875,0,0,0,0,0,0.126177,0.123352,0.099812,0.144068,0.164375,0.201875,0.191875,0.185,Balloon
10cb42951fffbc41,xclick,/m/01j51,1,0.102637,0.148776,0.126875,0.168125,0,0,0,0,0,0.12806,0.12806,0.102637,0.148776,0.126875,0.168125,0.1475,0.1475,Balloon
10cb42951fffbc41,xclick,/m/01j51,1,0.156309,0.194915,0.47,0.53375,1,0,0,0,0,0.164783,0.159134,0.156309,0.194915,0.47,0.53375,0.518125,0.499375,Balloon
10cb42951fffbc41,xclick,/m/01j51,1,0.496234,0.617702,0.38125,0.46375,1,0,0,0,0,0.555556,0.589454,0.496234,0.617702,0.38125,0.46375,0.393125,0.4175,Balloon
10cb42951fffbc41,xclick,/m/01j51,1,0.501883,0.53484,0.22625,0.24625,1,0,0,0,0,0.514124,0.527307,0.501883,0.53484,0.22625,0.24625,0.238125,0.234375,Balloon
10cb42951fffbc41,xclick,/m/01j51,1,0.509416,0.612053,0.765625,0.82375,1,0,0,0,0,0.54049,0.550847,0.509416,0.612053,0.765625,0.82375,0.820625,0.8,Balloon
10cb42951fffbc41,xclick,/m/01j51,1,0.527307,0.570621,0.20375,0.24625,1,0,0,0,0,0.55838,0.550847,0.527307,0.570621,0.20375,0.24625,0.22625,0.229375,Balloon
10cb42951fffbc41,xclick,/m/01j51,1,0.537665,0.561205,0.24625,0.275625,1,0,0,0,0,0.550847,0.548023,0.537665,0.561205,0.24625,0.275625,0.261875,0.26375,Balloon
10cb42951fffbc41,xclick,/m/01j51,1,0.596987,0.705273,0.7075,0.79125,1,0,0,0,0,0.643126,0.650659,0.596987,0.705273,0.7075,0.79125,0.7725,0.745625,Balloon
10cb42951fffbc41,xclick,/m/01j51,1,0.790019,0.967043,0.364375,0.47875,0,0,0,0,0,0.885122,0.879473,0.790019,0.967043,0.364375,0.47875,0.4225,0.41375,Balloon
10cb42951fffbc41,xclick,/m/01j51,1,0.926554,0.999058,0.391875,0.4975,1,1,0,0,0,0.987759,0.985876,0.999058,0.926554,0.391875,0.4975,0.455,0.465,Balloon
10cb42951fffbc41,xclick,/m/01j51,1,0.931262,0.95951,0.735,0.78625,1,0,0,0,0,0.949153,0.931262,0.934087,0.95951,0.735,0.78625,0.7575,0.75875,Balloon
10cb42951fffbc41,xclick,/m/01j51,1,0.947269,0.999058,0.690625,0.7675,1,1,0,0,0,0.977401,0.969868,0.947269,0.999058,0.690625,0.7675,0.735,0.733125,Balloon
10cb4b93be327ff1,xclick,/m/09b5t,1,0.113338,0.492675,0.0,0.4175,1,1,0,0,0,0.19121,0.113338,0.492675,0.130301,0.0,0.048125,0.15625,0.4175,Chicken
10cb4b93be327ff1,xclick,/m/09b5t,1,0.205089,0.719352,0.151875,0.898125,0,0,0,0,0,0.478026,0.41249,0.205089,0.719352,0.151875,0.898125,0.610625,0.568125,Chicken
10cb4b93be327ff1,xclick,/m/09b5t,1,0.705474,0.973015,0.0,0.219375,1,1,0,0,0,0.758674,0.705474,0.973015,0.728604,0.0,0.056875,0.18,0.219375,Chicken
10cc9bdec214f3cd,xclick,/m/033cnk,1,0.255,0.548,0.474667,0.696,0,0,0,1,0,0.389,0.255,0.548,0.353,0.474667,0.577333,0.549333,0.696,Egg
10cc9bdec214f3cd,xclick,/m/033cnk,1,0.622,0.816,0.433333,0.648,0,0,0,1,0,0.622,0.816,0.738,0.666,0.452,0.524,0.433333,0.648,Egg
